"SSN","Country","Site","Region","Cluster","Plot","SiteID","Depth","Longitude","Latitude","Altitude","Date","Total_C","CORG","CINORG","pH","Clay_8um","Alox","Feox","LandCover","PlotCultMgd","GPP","KG_p_name","KG_p_code","KG_f_name","KG_f_code","KG_p_group","KG_f_group","MAT","MAP","PET","Delta14C","TurnoverTime","Zones","F14C","F14C_err","Delta14C_err","Delta13C","SSN.XRPD","Quartz","Erosion","Clay_1_1","Clay_2_1","Amorphous","Pedogenic_Oxides","Feldspars","Mox"
"icr062325","Madagascar","Didy","East Africa",10,9,"Didy_10_9","Subsoil",48.7358,-18.3188,1007,"17-05-12",2.185,2.185,0,4.51,86.536,0.261890105,0.258175175,"Forest","no",6.637458472,"Temperate, no dry season, hot summer","Cfa","Tropical, monsoon","Am","Temperate (humid)","Tropical (humid)",21.0916665792465,1926,1497,7.2,253,"SHZone3",1.0158,0.002,2,-25.77,"icr062315",38.1917,"no",31.4084,0,2.4013,21.2938,0,0.3909776925
"icr062336","Madagascar","Didy","East Africa",11,2,"Didy_11_2","Topsoil",48.7418,-18.297,946,"06-05-12",2.854,2.854,0,4.33,73.961,0.111957112,0.223531593,"Forest","no",6.637458472,"Temperate, no dry season, hot summer","Cfa","Tropical, monsoon","Am","Temperate (humid)","Tropical (humid)",20.7416667143504,1857,1482,43.4,138,"SHZone3",1.0523,0.0019,1.9,-26.35,"icr062334",32.4359,"no",10.465,0,3.0981,40.3547,0,0.2237229085
"icr062337","Madagascar","Didy","East Africa",11,2,"Didy_11_2","Subsoil",48.7418,-18.297,946,"06-05-12",1.529,1.529,0,4.38,71.483,0.147594269,0.335600698,"Forest","no",6.637458472,"Temperate, no dry season, hot summer","Cfa","Tropical, monsoon","Am","Temperate (humid)","Tropical (humid)",20.7416667143504,1857,1482,-45.3,555,"SHZone3",0.9628,0.002,2,-25.82,"icr062335",33.5123,"no",12.5576,0,2.4499,42.5375,0,0.315394618
"icr062339","Madagascar","Didy","East Africa",11,4,"Didy_11_4","Topsoil",48.7365,-18.2977,964,"04-05-12",2.815,2.815,0,4.74,45.858,0.195812398,0.173578548,"Forest","no",6.637458472,"Temperate, no dry season, hot summer","Cfa","Tropical, monsoon","Am","Temperate (humid)","Tropical (humid)",19.8958332935969,1728,1438,51.6,120,"SHZone3",1.0605,0.0019,1.9,-25.86,"icr062334",32.4359,"no",10.465,0,3.0981,40.3547,0,0.282601672
"icr062340","Madagascar","Didy","East Africa",11,4,"Didy_11_4","Subsoil",48.7365,-18.2977,964,"04-05-12",1.487,1.487,0,4.77,66.551,0.203848359,0.157233793,"Forest","no",6.637458472,"Temperate, no dry season, hot summer","Cfa","Tropical, monsoon","Am","Temperate (humid)","Tropical (humid)",19.8958332935969,1728,1438,-55.1,627,"SHZone3",0.953,0.0019,1.9,-25.34,"icr062335",33.5123,"no",12.5576,0,2.4499,42.5375,0,0.2824652555
"icr062351","Madagascar","Didy","East Africa",11,10,"Didy_11_10","Topsoil",48.736,-18.3009,967,"05-05-12",2.875,2.875,0,4.79,73.746,0.197936849,0.198770081,"Forest","no",6.637458472,"Temperate, no dry season, hot summer","Cfa","Tropical, monsoon","Am","Temperate (humid)","Tropical (humid)",19.8791664838791,1739,1438,42.3,141,"SHZone3",1.0512,0.0019,1.9,-25.81,"icr062334",32.4359,"no",10.465,0,3.0981,40.3547,0,0.2973218895
"icr062352","Madagascar","Didy","East Africa",11,10,"Didy_11_10","Subsoil",48.736,-18.3009,967,"05-05-12",1.226,1.226,0,4.52,91.068,0.208218756,0.184183832,"Forest","no",6.637458472,"Temperate, no dry season, hot summer","Cfa","Tropical, monsoon","Am","Temperate (humid)","Tropical (humid)",19.8791664838791,1739,1438,-101.7,1029,"SHZone3",0.9059,0.0018,1.8,-25.01,"icr062335",33.5123,"no",12.5576,0,2.4499,42.5375,0,0.300310672
"icr062353","Madagascar","Didy","East Africa",12,1,"Didy_12_1","Topsoil",48.7363,-18.2763,1000,"22-04-12",3.102,3.102,0,4.58,90.913,0.293817209,0.424875104,"Forest","no",6.637458472,"Temperate, no dry season, hot summer","Cfa","Tropical, monsoon","Am","Temperate (humid)","Tropical (humid)",19.5916666984558,1678,1428,55.4,113,"SHZone3",1.0643,0.0018,1.8,-25.93,"icr062353",14.6273,"no",27.1242,0,5.2356,33.9315,0,0.506254761
"icr062354","Madagascar","Didy","East Africa",12,1,"Didy_12_1","Subsoil",48.7363,-18.2763,1000,"22-04-12",1.558,1.558,0,4.37,81.717,0.206045228,0.313470248,"Forest","no",6.637458472,"Temperate, no dry season, hot summer","Cfa","Tropical, monsoon","Am","Temperate (humid)","Tropical (humid)",19.5916666984558,1678,1428,-37.9,503,"SHZone3",0.9703,0.002,2,-25.23,"icr062354",15.4014,"no",31.8283,0,4.1953,38.1455,0,0.362780352
"icr062355","Madagascar","Didy","East Africa",12,2,"Didy_12_2","Topsoil",48.7349,-18.2724,1030,"21-04-12",3.485,3.485,0,4.43,80.719,0.268229343,0.487837346,"Forest","no",6.637458472,"Temperate, no dry season, hot summer","Cfa","Tropical, monsoon","Am","Temperate (humid)","Tropical (humid)",19.4125000635783,1656,1419,28.5,178,"SHZone3",1.0372,0.0017,1.7,-25.73,"icr062353",14.6273,"no",27.1242,0,5.2356,33.9315,0,0.512148016
"icr062356","Madagascar","Didy","East Africa",12,2,"Didy_12_2","Subsoil",48.7349,-18.2724,1030,"21-04-12",2.007,2.007,0,4.37,81.766,0.226928629,0.362530665,"Forest","no",6.637458472,"Temperate, no dry season, hot summer","Cfa","Tropical, monsoon","Am","Temperate (humid)","Tropical (humid)",19.4125000635783,1656,1419,-57.1,643,"SHZone3",0.9509,0.0021,2.1,-25.02,"icr062354",15.4014,"no",31.8283,0,4.1953,38.1455,0,0.4081939615
"icr062357","Madagascar","Didy","East Africa",12,3,"Didy_12_3","Topsoil",48.7321,-18.2748,1064,"23-04-12",3.57,3.57,0,4.48,66.061,0.317974153,0.570744841,"Forest","no",6.637458472,"Temperate, no dry season, hot summer","Cfa","Tropical, monsoon","Am","Temperate (humid)","Tropical (humid)",19.633333325386,1679,1431,36.9,154,"SHZone3",1.0457,0.0017,1.7,-26.28,"icr062353",14.6273,"no",27.1242,0,5.2356,33.9315,0,0.6033465735
"icr062358","Madagascar","Didy","East Africa",12,3,"Didy_12_3","Subsoil",48.7321,-18.2748,1064,"23-04-12",1.863,1.863,0,4.38,74.899,0.249916837,0.494154958,"Forest","no",6.637458472,"Temperate, no dry season, hot summer","Cfa","Tropical, monsoon","Am","Temperate (humid)","Tropical (humid)",19.633333325386,1679,1431,-29.4,446,"SHZone3",0.9789,0.002,2,-25.71,"icr062354",15.4014,"no",31.8283,0,4.1953,38.1455,0,0.496994316
"icr062359","Madagascar","Didy","East Africa",12,4,"Didy_12_4","Topsoil",48.7372,-18.2749,1046,"21-04-12",3.176,3.176,0,4.51,81.209,0.241690509,0.393943348,"Forest","no",6.637458472,"Temperate, no dry season, hot summer","Cfa","Tropical, monsoon","Am","Temperate (humid)","Tropical (humid)",19.4125000635783,1656,1419,23,195,"SHZone3",1.0317,0.0017,1.7,-25.9,"icr062353",14.6273,"no",27.1242,0,5.2356,33.9315,0,0.438662183
"icr062360","Madagascar","Didy","East Africa",12,4,"Didy_12_4","Subsoil",48.7372,-18.2749,1046,"21-04-12",2.323,2.323,0,4.5,80.15,0.234773974,0.375415456,"Forest","no",6.637458472,"Temperate, no dry season, hot summer","Cfa","Tropical, monsoon","Am","Temperate (humid)","Tropical (humid)",19.4125000635783,1656,1419,-29.7,449,"SHZone3",0.9786,0.0016,1.6,-25.85,"icr062354",15.4014,"no",31.8283,0,4.1953,38.1455,0,0.422481702
"icr062365","Madagascar","Didy","East Africa",12,7,"Didy_12_7","Topsoil",48.7338,-18.2715,1066,"21-04-12",3.814,3.814,0,4.24,76.395,0.258026606,0.435280844,"Forest","no",6.637458472,"Temperate, no dry season, hot summer","Cfa","Tropical, monsoon","Am","Temperate (humid)","Tropical (humid)",19.4125000635783,1656,1419,38.7,150,"SHZone3",1.0475,0.0018,1.8,-25.78,"icr062353",14.6273,"no",27.1242,0,5.2356,33.9315,0,0.475667028
"icr062366","Madagascar","Didy","East Africa",12,7,"Didy_12_7","Subsoil",48.7338,-18.2715,1066,"21-04-12",2.02,2.02,0,4.25,67.807,0.214408431,0.3351974,"Forest","no",6.637458472,"Temperate, no dry season, hot summer","Cfa","Tropical, monsoon","Am","Temperate (humid)","Tropical (humid)",19.4125000635783,1656,1419,-17.8,377,"SHZone3",0.9905,0.0018,1.8,-25.56,"icr062354",15.4014,"no",31.8283,0,4.1953,38.1455,0,0.382007131
"icr062369","Madagascar","Didy","East Africa",12,9,"Didy_12_9","Topsoil",48.7336,-18.2716,1044,"21-04-12",2.608,2.608,0,4.32,62.102,0.265292122,0.402018574,"Forest","no",6.637458472,"Temperate, no dry season, hot summer","Cfa","Tropical, monsoon","Am","Temperate (humid)","Tropical (humid)",19.4125000635783,1656,1419,46.8,131,"SHZone3",1.0557,0.0018,1.8,-26,"icr062353",14.6273,"no",27.1242,0,5.2356,33.9315,0,0.466301409
"icr062370","Madagascar","Didy","East Africa",12,9,"Didy_12_9","Subsoil",48.7336,-18.2716,1044,"21-04-12",1.153,1.153,0,4.33,52.526,0.195918032,0.235618371,"Forest","no",6.637458472,"Temperate, no dry season, hot summer","Cfa","Tropical, monsoon","Am","Temperate (humid)","Tropical (humid)",19.4125000635783,1656,1419,-1,289,"SHZone3",1.0075,0.002,2,-25.67,"icr062354",15.4014,"no",31.8283,0,4.1953,38.1455,0,0.3137272175
"icr062381","Madagascar","Didy","East Africa",13,5,"Didy_13_5","Topsoil",48.7638,-18.3392,1046,"14-05-12",3.395,3.395,0,4.42,56.637,0.238054664,0.663849533,"Forest","no",6.330698958,"Temperate, no dry season, hot summer","Cfa","Tropical, monsoon","Am","Temperate (humid)","Tropical (humid)",21.6041665077209,2054,1516,47.2,130,"SHZone3",1.0561,0.0018,1.8,-26.02,"icr062373",29.288,"no",11.1667,0,3.3675,39.986,0,0.5699794305
"icr062382","Madagascar","Didy","East Africa",13,5,"Didy_13_5","Subsoil",48.7638,-18.3392,1046,"14-05-12",1.313,1.313,0,4.37,74.869,0.174732222,0.420911934,"Forest","no",6.330698958,"Temperate, no dry season, hot summer","Cfa","Tropical, monsoon","Am","Temperate (humid)","Tropical (humid)",21.6041665077209,2054,1516,-36.1,490,"SHZone3",0.9721,0.0021,2.1,-25.16,"icr062374",29.6838,"no",11.843,0,4.5705,38.1444,0,0.385188189
"icr062383","Madagascar","Didy","East Africa",13,6,"Didy_13_6","Topsoil",48.7624,-18.338,1000,"13-05-12",4.45,4.45,0,4.54,56.852,0.280610065,0.389475764,"Forest","no",6.330698958,"Temperate, no dry season, hot summer","Cfa","Tropical, monsoon","Am","Temperate (humid)","Tropical (humid)",21.6041665077209,2054,1516,43.7,138,"SHZone3",1.0526,0.002,2,-26.16,"icr062373",29.288,"no",11.1667,0,3.3675,39.986,0,0.475347947
"icr062384","Madagascar","Didy","East Africa",13,6,"Didy_13_6","Subsoil",48.7624,-18.338,1000,"13-05-12",2.995,2.995,0,4.59,71.622,0.307446268,0.401150445,"Forest","no",6.330698958,"Temperate, no dry season, hot summer","Cfa","Tropical, monsoon","Am","Temperate (humid)","Tropical (humid)",21.6041665077209,2054,1516,6.5,256,"SHZone3",1.0151,0.0016,1.6,-25.64,"icr062374",29.6838,"no",11.843,0,4.5705,38.1444,0,0.5080214905
"icr062387","Madagascar","Didy","East Africa",13,8,"Didy_13_8","Topsoil",48.7613,-18.3395,1034,"14-05-12",3.541,3.541,0,4.45,70.44,0.309528327,0.410704149,"Forest","no",6.330698958,"Temperate, no dry season, hot summer","Cfa","Tropical, monsoon","Am","Temperate (humid)","Tropical (humid)",21.6041665077209,2054,1516,23.8,192,"SHZone3",1.0325,0.0017,1.7,-26.01,"icr062373",29.288,"no",11.1667,0,3.3675,39.986,0,0.5148804015
"icr062388","Madagascar","Didy","East Africa",13,8,"Didy_13_8","Subsoil",48.7613,-18.3395,1034,"14-05-12",2.159,2.159,0,4.62,84.57,0.274060672,0.365960719,"Forest","no",6.330698958,"Temperate, no dry season, hot summer","Cfa","Tropical, monsoon","Am","Temperate (humid)","Tropical (humid)",21.6041665077209,2054,1516,-72.7,769,"SHZone3",0.9352,0.0019,1.9,-25.34,"icr062374",29.6838,"no",11.843,0,4.5705,38.1444,0,0.4570410315
"icr062391","Madagascar","Didy","East Africa",13,10,"Didy_13_10","Topsoil",48.7611,-18.3433,1065,"14-05-12",2.613,2.613,0,4.56,59.598,0.191062412,0.377538195,"Forest","no",6.330698958,"Temperate, no dry season, hot summer","Cfa","Tropical, monsoon","Am","Temperate (humid)","Tropical (humid)",21.4333334366481,2039,1506,45.1,134,"SHZone3",1.054,0.0018,1.8,-26.21,"icr062373",29.288,"no",11.1667,0,3.3675,39.986,0,0.3798315095
"icr062392","Madagascar","Didy","East Africa",13,10,"Didy_13_10","Subsoil",48.7611,-18.3433,1065,"14-05-12",1.603,1.603,0,4.39,64.449,0.217568193,0.389344366,"Forest","no",6.330698958,"Temperate, no dry season, hot summer","Cfa","Tropical, monsoon","Am","Temperate (humid)","Tropical (humid)",21.4333334366481,2039,1506,-20.3,391,"SHZone3",0.988,0.0019,1.9,-25.69,"icr062374",29.6838,"no",11.843,0,4.5705,38.1444,0,0.412240376
"icr062393","Madagascar","Didy","East Africa",14,1,"Didy_14_1","Topsoil",48.7623,-18.3122,938,"08-05-12",2.123,2.123,0,5.28,25.073,0.17737587,0.383239756,"Forest","no",6.544422014,"Temperate, no dry season, hot summer","Cfa","Tropical, monsoon","Am","Temperate (humid)","Tropical (humid)",21.0333333412806,1942,1495,64.7,96,"SHZone3",1.0738,0.0019,1.9,-26.45,"icr062395",40.6025,"no",22.9377,0,3.4838,14.2922,1.4805,0.368995748
"icr062394","Madagascar","Didy","East Africa",14,1,"Didy_14_1","Subsoil",48.7623,-18.3122,938,"08-05-12",1.014,1.014,0,5.89,6.966,0.16304801,0.31834606,"Forest","no",6.544422014,"Temperate, no dry season, hot summer","Cfa","Tropical, monsoon","Am","Temperate (humid)","Tropical (humid)",21.0333333412806,1942,1495,79.8,74,"SHZone3",1.089,0.0021,2.1,-26.81,"icr062396",40.7489,"no",23.1738,0,2.1292,19.3701,0.928,0.32222104
"icr062399","Madagascar","Didy","East Africa",14,4,"Didy_14_4","Topsoil",48.7582,-18.3182,913,"09-05-12",3.322,3.322,0,5.05,48.478,0.221235439,0.437393322,"Cropland","yes",6.544422014,"Temperate, no dry season, hot summer","Cfa","Tropical, monsoon","Am","Temperate (humid)","Tropical (humid)",21.0333333015442,1929,1494,48.6,127,"SHZone3",1.0575,0.002,2,-24.76,"icr062395",40.6025,"no",22.9377,0,3.4838,14.2922,1.4805,0.4399321
"icr062400","Madagascar","Didy","East Africa",14,4,"Didy_14_4","Subsoil",48.7582,-18.3182,913,"09-05-12",1.699,1.699,0,4.43,72.454,0.235752845,0.382871744,"Cropland","yes",6.544422014,"Temperate, no dry season, hot summer","Cfa","Tropical, monsoon","Am","Temperate (humid)","Tropical (humid)",21.0333333015442,1929,1494,-86.2,886,"SHZone3",0.9215,0.002,2,-24.54,"icr062396",40.7489,"no",23.1738,0,2.1292,19.3701,0.928,0.427188717
"icr062403","Madagascar","Didy","East Africa",14,6,"Didy_14_6","Topsoil",48.7584,-18.3086,941,"08-05-12",3.216,3.216,0,5.03,57.63,0.237313719,0.273807326,"Cropland","yes",6.544422014,"Temperate, no dry season, hot summer","Cfa","Tropical, monsoon","Am","Temperate (humid)","Tropical (humid)",21.0333333412806,1942,1495,56.9,110,"SHZone3",1.0658,0.0018,1.8,-25.96,"icr062395",40.6025,"no",22.9377,0,3.4838,14.2922,1.4805,0.374217382
"icr062404","Madagascar","Didy","East Africa",14,6,"Didy_14_6","Subsoil",48.7584,-18.3086,941,"08-05-12",1.54,1.54,0,4.61,75.625,0.240102964,0.266080139,"Cropland","yes",6.544422014,"Temperate, no dry season, hot summer","Cfa","Tropical, monsoon","Am","Temperate (humid)","Tropical (humid)",21.0333333412806,1942,1495,-60.1,667,"SHZone3",0.9479,0.0019,1.9,-25.27,"icr062396",40.7489,"no",23.1738,0,2.1292,19.3701,0.928,0.3731430335
"icr062405","Madagascar","Didy","East Africa",14,7,"Didy_14_7","Topsoil",48.7611,-18.3128,997,"08-05-12",2.724,2.724,0,4.52,84.017,0.216773214,0.331573197,"Forest","no",6.544422014,"Temperate, no dry season, hot summer","Cfa","Tropical, monsoon","Am","Temperate (humid)","Tropical (humid)",21.0333333412806,1942,1495,45.3,134,"SHZone3",1.0542,0.0019,1.9,-25.73,"icr062395",40.6025,"no",22.9377,0,3.4838,14.2922,1.4805,0.3825598125
"icr062406","Madagascar","Didy","East Africa",14,7,"Didy_14_7","Subsoil",48.7611,-18.3128,997,"08-05-12",1.772,1.772,0,4.6,88.72,0.210996141,0.306718527,"Forest","no",6.544422014,"Temperate, no dry season, hot summer","Cfa","Tropical, monsoon","Am","Temperate (humid)","Tropical (humid)",21.0333333412806,1942,1495,-45.9,559,"SHZone3",0.9622,0.0019,1.9,-25.21,"icr062396",40.7489,"no",23.1738,0,2.1292,19.3701,0.928,0.3643554045
"icr062407","Madagascar","Didy","East Africa",14,8,"Didy_14_8","Topsoil",48.7602,-18.3164,954,"09-05-12",3.675,3.675,0,5.45,70.887,0.221432666,0.262095721,"Cropland","yes",6.544422014,"Temperate, no dry season, hot summer","Cfa","Tropical, monsoon","Am","Temperate (humid)","Tropical (humid)",21.0333333412806,1942,1495,80.3,74,"SHZone3",1.0895,0.0019,1.9,-26.68,"icr062395",40.6025,"no",22.9377,0,3.4838,14.2922,1.4805,0.3524805265
"icr062408","Madagascar","Didy","East Africa",14,8,"Didy_14_8","Subsoil",48.7602,-18.3164,954,"09-05-12",1.168,1.168,0,4.82,78.936,0.19416714,0.227379138,"Cropland","yes",6.544422014,"Temperate, no dry season, hot summer","Cfa","Tropical, monsoon","Am","Temperate (humid)","Tropical (humid)",21.0333333412806,1942,1495,-63.4,693,"SHZone3",0.9446,0.002,2,-25.2,"icr062396",40.7489,"no",23.1738,0,2.1292,19.3701,0.928,0.307856709
"icr062409","Madagascar","Didy","East Africa",14,9,"Didy_14_9","Topsoil",48.7614,-18.3162,979,"09-05-12",2.736,2.736,0,5.7,67.281,0.192059241,0.45935052,"Cropland","yes",6.544422014,"Temperate, no dry season, hot summer","Cfa","Tropical, monsoon","Am","Temperate (humid)","Tropical (humid)",21.0333333412806,1942,1495,43.1,139,"SHZone3",1.052,0.002,2,-26.1,"icr062395",40.6025,"no",22.9377,0,3.4838,14.2922,1.4805,0.421734501
"icr062410","Madagascar","Didy","East Africa",14,9,"Didy_14_9","Subsoil",48.7614,-18.3162,979,"09-05-12",1.574,1.574,0,4.79,73.853,0.175054883,0.430853162,"Cropland","yes",6.544422014,"Temperate, no dry season, hot summer","Cfa","Tropical, monsoon","Am","Temperate (humid)","Tropical (humid)",21.0333333412806,1942,1495,-30.2,451,"SHZone3",0.9781,0.0022,2.2,-25.7,"icr062396",40.7489,"no",23.1738,0,2.1292,19.3701,0.928,0.390481464
"icr062411","Madagascar","Didy","East Africa",14,10,"Didy_14_10","Topsoil",48.7614,-18.3125,978,"08-05-12",2.318,2.318,0,4.97,65.275,0.195672016,0.297765839,"Forest","no",6.544422014,"Temperate, no dry season, hot summer","Cfa","Tropical, monsoon","Am","Temperate (humid)","Tropical (humid)",21.0333333412806,1942,1495,25.3,188,"SHZone3",1.034,0.0019,1.9,-25.93,"icr062395",40.6025,"no",22.9377,0,3.4838,14.2922,1.4805,0.3445549355
"icr062412","Madagascar","Didy","East Africa",14,10,"Didy_14_10","Subsoil",48.7614,-18.3125,978,"08-05-12",1.67,1.67,0,4.62,73.37,0.218913899,0.328594795,"Forest","no",6.544422014,"Temperate, no dry season, hot summer","Cfa","Tropical, monsoon","Am","Temperate (humid)","Tropical (humid)",21.0333333412806,1942,1495,-42.3,533,"SHZone3",0.9659,0.0018,1.8,-25.39,"icr062396",40.7489,"no",23.1738,0,2.1292,19.3701,0.928,0.3832112965
"icr062415","Madagascar","Didy","East Africa",15,2,"Didy_15_2","Topsoil",48.7488,-18.3018,949,"03-05-12",3.939,3.939,0,4.5,59.229,0.344068251,0.789014237,"Forest","no",6.637458472,"Temperate, no dry season, hot summer","Cfa","Tropical, monsoon","Am","Temperate (humid)","Tropical (humid)",20.4708335002263,1824,1469,72.4,85,"SHZone3",1.0815,0.0019,1.9,-26.8,"icr062413",42.1207,"no",22.7456,0,4.5972,19.4508,0,0.7385753695
"icr062416","Madagascar","Didy","East Africa",15,2,"Didy_15_2","Subsoil",48.7488,-18.3018,949,"03-05-12",2.026,2.026,0,4.65,72.682,0.344293251,0.738919311,"Forest","no",6.637458472,"Temperate, no dry season, hot summer","Cfa","Tropical, monsoon","Am","Temperate (humid)","Tropical (humid)",20.4708335002263,1824,1469,-39.4,513,"SHZone3",0.9688,0.0018,1.8,-25.4,"icr062414",53.2619,"no",19.3031,0,4.4429,15.4631,0,0.7137529065
"icr062417","Madagascar","Didy","East Africa",15,3,"Didy_15_3","Topsoil",48.7572,-18.3024,1000,"03-05-12",2.16,2.16,0,4.61,56.261,0.209874666,0.1780483,"Forest","no",6.544422014,"Temperate, no dry season, hot summer","Cfa","Tropical, monsoon","Am","Temperate (humid)","Tropical (humid)",20.9416666030884,1907,1490,46.6,131,"SHZone3",1.0555,0.0022,2.2,-26.47,"icr062413",42.1207,"no",22.7456,0,4.5972,19.4508,0,0.298898816
"icr062418","Madagascar","Didy","East Africa",15,3,"Didy_15_3","Subsoil",48.7572,-18.3024,1000,"03-05-12",1.436,1.436,0,4.5,43.143,0.276925114,0.192105467,"Forest","no",6.544422014,"Temperate, no dry season, hot summer","Cfa","Tropical, monsoon","Am","Temperate (humid)","Tropical (humid)",20.9416666030884,1907,1490,-13,350,"SHZone3",0.9954,0.0019,1.9,-26.09,"icr062414",53.2619,"no",19.3031,0,4.4429,15.4631,0,0.3729778475
"icr062421","Madagascar","Didy","East Africa",15,5,"Didy_15_5","Topsoil",48.7573,-18.303,1001,"03-05-12",2.461,2.461,0,4.57,66.891,0.245294353,0.245384455,"Forest","no",6.544422014,"Temperate, no dry season, hot summer","Cfa","Tropical, monsoon","Am","Temperate (humid)","Tropical (humid)",20.9416666030884,1907,1490,38.5,150,"SHZone3",1.0474,0.0021,2.1,-26.46,"icr062413",42.1207,"no",22.7456,0,4.5972,19.4508,0,0.3679865805
"icr062422","Madagascar","Didy","East Africa",15,5,"Didy_15_5","Subsoil",48.7573,-18.303,1001,"03-05-12",2.55,2.55,0,4.49,72.618,0.239544883,0.236834315,"Forest","no",6.544422014,"Temperate, no dry season, hot summer","Cfa","Tropical, monsoon","Am","Temperate (humid)","Tropical (humid)",20.9416666030884,1907,1490,42.6,140,"SHZone3",1.0515,0.0018,1.8,-26.5,"icr062414",53.2619,"no",19.3031,0,4.4429,15.4631,0,0.3579620405
"icr062427","Madagascar","Didy","East Africa",15,8,"Didy_15_8","Topsoil",48.7506,-18.2992,1007,"02-05-12",2.636,2.636,0,4.49,57.982,0.281869427,0.396168811,"Forest","no",6.544422014,"Temperate, no dry season, hot summer","Cfa","Tropical, monsoon","Am","Temperate (humid)","Tropical (humid)",20.945833325386,1899,1493,40.7,145,"SHZone3",1.0495,0.002,2,-26.05,"icr062413",42.1207,"no",22.7456,0,4.5972,19.4508,0,0.4799538325
"icr062428","Madagascar","Didy","East Africa",15,8,"Didy_15_8","Subsoil",48.7506,-18.2992,1007,"02-05-12",1.17,1.17,0,4.53,47.567,0.220555345,0.303775473,"Forest","no",6.544422014,"Temperate, no dry season, hot summer","Cfa","Tropical, monsoon","Am","Temperate (humid)","Tropical (humid)",20.945833325386,1899,1493,-47.7,572,"SHZone3",0.9604,0.002,2,-25.2,"icr062414",53.2619,"no",19.3031,0,4.4429,15.4631,0,0.3724430815
"icr062431","Madagascar","Didy","East Africa",15,10,"Didy_15_10","Topsoil",48.7535,-18.2949,63,"29-04-12",2.673,2.673,0,5.07,76.635,0.207154235,0.686899954,"Forest","no",6.544422014,"Temperate, no dry season, hot summer","Cfa","Tropical, monsoon","Am","Temperate (humid)","Tropical (humid)",20.945833325386,1899,1493,18.7,209,"SHZone3",1.0274,0.0018,1.8,-25.64,"icr062413",42.1207,"no",22.7456,0,4.5972,19.4508,0,0.550604212
